Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	NaS_1 Spectral Count	NaS_2 Spectral Count	NaS_3 Spectral Count	LMWPE_biofilm_1 Spectral Count	LMWPE_biofilm_2 Spectral Count	LMWPE_biofilm_3 Spectral Count	LMWPE_1 Spectral Count	LMWPE_2 Spectral Count	LMWPE_3 Spectral Count	NaS_1 Unique Spectral Count	NaS_2 Unique Spectral Count	NaS_3 Unique Spectral Count	LMWPE_biofilm_1 Unique Spectral Count	LMWPE_biofilm_2 Unique Spectral Count	LMWPE_biofilm_3 Unique Spectral Count	LMWPE_1 Unique Spectral Count	LMWPE_2 Unique Spectral Count	LMWPE_3 Unique Spectral Count	NaS_1 Total Spectral Count	NaS_2 Total Spectral Count	NaS_3 Total Spectral Count	LMWPE_biofilm_1 Total Spectral Count	LMWPE_biofilm_2 Total Spectral Count	LMWPE_biofilm_3 Total Spectral Count	LMWPE_1 Total Spectral Count	LMWPE_2 Total Spectral Count	LMWPE_3 Total Spectral Count	NaS_1 Intensity	NaS_2 Intensity	NaS_3 Intensity	LMWPE_biofilm_1 Intensity	LMWPE_biofilm_2 Intensity	LMWPE_biofilm_3 Intensity	LMWPE_1 Intensity	LMWPE_2 Intensity	LMWPE_3 Intensity	NaS_1 MaxLFQ Intensity	NaS_2 MaxLFQ Intensity	NaS_3 MaxLFQ Intensity	LMWPE_biofilm_1 MaxLFQ Intensity	LMWPE_biofilm_2 MaxLFQ Intensity	LMWPE_biofilm_3 MaxLFQ Intensity	LMWPE_1 MaxLFQ Intensity	LMWPE_2 MaxLFQ Intensity	LMWPE_3 MaxLFQ Intensity	Indistinguishable Proteins
AtRMS-02_contig_1_1766	AtRMS-02_contig_1_1766 rank: C; cyclic-di-GMP-binding protein (db=kegg)	AtRMS-02_contig_1_1766 rank: C; cyclic-di-GMP-binding protein (db=kegg)	NA	323	NA	NA	AtRMS-02_contig_1_1766 rank: C; cyclic-di-GMP-binding protein (db=kegg)	1	0.999	11	130	130	130	13	12	10	19	13	19	12	14	15	13	12	10	19	13	19	12	14	15	13	12	10	19	13	19	12	14	15	299862.34	251742.3	404375.44	557017.06	480222.75	654336.6	351218.16	363971.44	305151.72	121746.32	105524.586	175423.38	184071.36	171497.52	166176.28	111439.95	104251.7	103087.13	NA
AtRMS-02_contig_1_1767	AtRMS-02_contig_1_1767 rank: C; cyclic-di-GMP-binding protein (db=kegg)	AtRMS-02_contig_1_1767 rank: C; cyclic-di-GMP-binding protein (db=kegg)	NA	256	NA	NA	AtRMS-02_contig_1_1767 rank: C; cyclic-di-GMP-binding protein (db=kegg)	1	0.999	12	310	310	310	30	35	20	38	36	27	48	37	28	30	35	20	38	36	27	48	37	28	30	35	20	38	36	27	48	37	28	642692.06	787161.75	648973.75	979202.7	1201897.1	736387.56	984519.4	991232.2	834674.7	176042.64	203756.39	159279.67	215924.14	236424.73	175522.61	217391.44	211865.69	211694.44	NA
AtRMS-02_contig_1_1768	AtRMS-02_contig_1_1768 rank: D; EAL domain [PF00563.25] (db=pfam)	AtRMS-02_contig_1_1768 rank: D; EAL domain [PF00563.25] (db=pfam)	NA	707	NA	NA	AtRMS-02_contig_1_1768 rank: D; EAL domain [PF00563.25] (db=pfam)	1	0.999	44	1535	1535	1535	194	192	125	146	160	143	174	165	169	194	192	125	146	160	143	174	165	169	194	192	125	146	160	143	174	165	169	7329017.5	8633632	6504359	9466915	9774271	9049879	7922946	8159562	8157119	709901.7	742120.9	717273.4	722793.06	707903.4	794372.8	683908.94	681910.5	721769.8	NA
AtRMS-02_contig_1_1769	AtRMS-02_contig_1_1769 rank: C; large subunit ribosomal protein L31 (db=kegg)	AtRMS-02_contig_1_1769 rank: C; large subunit ribosomal protein L31 (db=kegg)	NA	74	NA	NA	AtRMS-02_contig_1_1769 rank: C; large subunit ribosomal protein L31 (db=kegg)	1	0.999	8	557	557	557	57	57	53	45	53	44	65	63	61	57	57	53	45	53	44	65	63	61	57	57	53	45	53	44	65	63	61	6906723	6983229.5	6991771	6310810.5	5784199.5	4225338.5	7258252	6524530	7208191.5	4007466.8	5367229.5	2614519.2	4429175	4759899.5	4050911.2	5763906	5642726.5	5822982	NA
AtRMS-02_contig_1_1770	AtRMS-02_contig_1_1770 rank: C; solute carrier family 10 (sodium/bile acid cotransporter), member 7 (db=kegg)	AtRMS-02_contig_1_1770 rank: C; solute carrier family 10 (sodium/bile acid cotransporter), member 7 (db=kegg)	NA	330	NA	NA	AtRMS-02_contig_1_1770 rank: C; solute carrier family 10 (sodium/bile acid cotransporter), member 7 (db=kegg)	0.9972	0.999	3	8	8	8	2	0	0	0	1	0	0	0	3	2	0	0	0	1	0	0	0	3	2	0	0	0	1	0	0	0	3	15434.176	0	0	0	0	0	0	0	14834.299	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_1771	AtRMS-02_contig_1_1771 rank: C; lactoylglutathione lyase [EC:4.4.1.5] (db=kegg)	AtRMS-02_contig_1_1771 rank: C; lactoylglutathione lyase [EC:4.4.1.5] (db=kegg)	NA	133	NA	NA	AtRMS-02_contig_1_1771 rank: C; lactoylglutathione lyase [EC:4.4.1.5] (db=kegg)	1	0.999	7	200	200	200	13	16	18	14	11	20	11	11	12	13	16	18	14	11	20	11	11	12	13	16	18	14	11	20	11	11	12	1119302	1241865.2	2108321.8	2178409	2203108.2	1650838.8	272542.97	289906.7	320993.06	535924.2	584913.7	724361.7	680416.5	697506.06	711993.7	434964.12	463966.22	510815.3	NA
AtRMS-02_contig_1_1772	AtRMS-02_contig_1_1772 rank: C; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG (db=kegg)	AtRMS-02_contig_1_1772 rank: C; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG (db=kegg)	NA	732	NA	NA	AtRMS-02_contig_1_1772 rank: C; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG (db=kegg)	1	0.999	13	162	162	162	7	10	8	9	11	14	15	19	22	7	10	8	9	11	14	15	19	22	7	10	8	9	11	14	15	19	22	119599.89	129020.58	151495.05	147448.34	166320.92	166384.64	250569.52	264212.84	476246.97	53570.15	53277.133	61355.754	61462.348	68267.58	70964.73	92488.3	89524.17	88837.39	NA
AtRMS-02_contig_1_1773	AtRMS-02_contig_1_1773 rank: C; Lon-like ATP-dependent protease [EC:3.4.21.-] (db=kegg)	AtRMS-02_contig_1_1773 rank: C; Lon-like ATP-dependent protease [EC:3.4.21.-] (db=kegg)	NA	897	NA	NA	AtRMS-02_contig_1_1773 rank: C; Lon-like ATP-dependent protease [EC:3.4.21.-] (db=kegg)	1	0.999	35	720	720	720	93	102	73	53	52	51	85	92	85	93	102	73	53	52	51	85	92	85	93	102	73	53	52	51	85	92	85	2137874.5	2224164	1830268.1	1418548	1626436.9	1689168.1	2127905	2299980.8	2121862.8	201296.97	221646.38	229224.72	145062.9	151639.12	172455.88	207223.78	199458.55	195919.92	NA
AtRMS-02_contig_1_1774	AtRMS-02_contig_1_1774 rank: C; monothiol glutaredoxin (db=kegg)	AtRMS-02_contig_1_1774 rank: C; monothiol glutaredoxin (db=kegg)	NA	113	NA	NA	AtRMS-02_contig_1_1774 rank: C; monothiol glutaredoxin (db=kegg)	1	0.999	6	164	164	164	18	23	20	16	21	10	17	17	16	18	23	20	16	21	10	17	17	16	18	23	20	16	21	10	17	17	16	550383.25	599832.3	577165.25	685444.94	755938.2	434020.44	735364.4	735347.4	664714.7	313969.53	331622.7	262522.94	327177.7	351166.25	258926.67	349881.34	344290.75	289658	NA
AtRMS-02_contig_1_1775	AtRMS-02_contig_1_1775 rank: C; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17] (db=kegg)	AtRMS-02_contig_1_1775 rank: C; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17] (db=kegg)	NA	403	NA	NA	AtRMS-02_contig_1_1775 rank: C; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17] (db=kegg)	1	0.999	25	1925	1925	1925	192	188	155	128	142	123	180	175	173	192	188	155	128	142	123	180	175	173	192	188	155	128	142	123	180	175	173	10899388	8857447	8040656.5	6755596.5	6881103.5	5534097.5	7327798	7154441	7600564	898289.8	843531.4	828193.2	617093.06	585279.44	592173.9	655425.9	683312.75	713480.75	NA
AtRMS-02_contig_1_1776	AtRMS-02_contig_1_1776 rank: C; LysR family transcriptional regulator, transcriptional activator for aaeXAB operon (db=kegg)	AtRMS-02_contig_1_1776 rank: C; LysR family transcriptional regulator, transcriptional activator for aaeXAB operon (db=kegg)	NA	309	NA	NA	AtRMS-02_contig_1_1776 rank: C; LysR family transcriptional regulator, transcriptional activator for aaeXAB operon (db=kegg)	1	0.999	16	106	106	106	2	5	6	25	34	32	0	1	1	2	5	6	25	34	32	0	1	1	2	5	6	25	34	32	0	1	1	12529.679	37113.77	69287.39	503591.5	566954.75	499948	0	8231.087	0	0	22491.33	33952.543	87257.75	88549.97	92534.32	0	0	0	NA
AtRMS-02_contig_1_1777	AtRMS-02_contig_1_1777 rank: C; lipoprotein NlpD (db=kegg)	AtRMS-02_contig_1_1777 rank: C; lipoprotein NlpD (db=kegg)	NA	272	NA	NA	AtRMS-02_contig_1_1777 rank: C; lipoprotein NlpD (db=kegg)	1	0.999	18	1189	1189	1189	20	26	29	75	80	82	27	28	31	20	26	29	75	80	82	27	28	31	20	26	29	75	80	82	27	28	31	424088.84	523419.1	534582	4004696.2	4100705.8	3857217.5	667095.94	666207.75	613319.9	77089.59	74652.266	87567.234	466726.28	467996.22	424520.44	93911.25	93352.43	100002.92	NA
AtRMS-02_contig_1_1778	AtRMS-02_contig_1_1778 rank: C; 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6] (db=kegg)	AtRMS-02_contig_1_1778 rank: C; 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6] (db=kegg)	NA	258	NA	NA	AtRMS-02_contig_1_1778 rank: C; 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6] (db=kegg)	1	0.999	11	194	194	194	35	28	18	7	8	16	26	21	23	35	28	18	7	8	16	26	21	23	35	28	18	7	8	16	26	21	23	455181.7	623062.06	486130.06	214484.14	266240.34	246836.73	480688.84	514610.7	520307.25	108381.01	117588.02	100909.37	69977.555	70563.11	51813.4	75255.445	86136.734	92314.28	NA
AtRMS-02_contig_1_1779	AtRMS-02_contig_1_1779 rank: D; Domain of unknown function (DUF7944) [PF25642.1] (db=pfam)	AtRMS-02_contig_1_1779 rank: D; Domain of unknown function (DUF7944) [PF25642.1] (db=pfam)	NA	152	NA	NA	AtRMS-02_contig_1_1779 rank: D; Domain of unknown function (DUF7944) [PF25642.1] (db=pfam)	1	0.999	4	55	55	55	0	0	0	3	2	5	0	0	0	0	0	0	3	2	5	0	0	0	0	0	0	3	2	5	0	0	0	0	0	0	70048.97	61756.87	95849.32	0	0	0	0	0	0	53868.43	51113.652	50907.676	0	0	0	NA
AtRMS-02_contig_1_1780	AtRMS-02_contig_1_1780 rank: D; Domain of unknown function (DUF7944) [PF25642.1] (db=pfam)	AtRMS-02_contig_1_1780 rank: D; Domain of unknown function (DUF7944) [PF25642.1] (db=pfam)	NA	130	NA	NA	AtRMS-02_contig_1_1780 rank: D; Domain of unknown function (DUF7944) [PF25642.1] (db=pfam)	1	0.999	8	425	425	425	9	6	13	8	10	9	9	6	9	9	6	13	8	10	9	9	6	9	9	6	13	8	10	9	9	6	9	338632.62	400337.22	520885.88	305221.75	304979.34	150401.4	204334	215357.6	213913.25	164273.25	198937.02	269590.44	143276.27	158501.14	96445.39	109264.86	123032.67	104459.86	NA
AtRMS-02_contig_1_1781	AtRMS-02_contig_1_1781 rank: C; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4] (db=kegg)	AtRMS-02_contig_1_1781 rank: C; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4] (db=kegg)	NA	397	NA	NA	AtRMS-02_contig_1_1781 rank: C; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4] (db=kegg)	1	0.999	28	1714	1714	1714	145	141	103	115	123	125	185	180	191	145	141	103	115	123	125	185	180	191	145	141	103	115	123	125	185	180	191	5222524.5	5618315	4976994.5	5824504.5	5942270	6887822.5	7894078	7372952.5	8611701	549207.4	535495.75	570780.1	753499.75	733914.94	803233.8	967690.6	948394.94	1039918.94	NA
AtRMS-02_contig_1_1782	AtRMS-02_contig_1_1782 rank: C; gamma-carbonic anhydrase [EC:4.2.1.-] (db=kegg)	AtRMS-02_contig_1_1782 rank: C; gamma-carbonic anhydrase [EC:4.2.1.-] (db=kegg)	NA	176	NA	NA	AtRMS-02_contig_1_1782 rank: C; gamma-carbonic anhydrase [EC:4.2.1.-] (db=kegg)	1	0.999	8	264	264	264	16	21	21	18	17	20	23	24	22	16	21	21	18	17	20	23	24	22	16	21	21	18	17	20	23	24	22	419504.38	627886.1	693670.2	488669.38	533228.56	586037.94	767307.44	823438.6	697649.7	383087.9	326738.8	258762.94	244181	250670.22	293028.4	409744.84	436103.44	394584.38	NA
AtRMS-02_contig_1_1784	AtRMS-02_contig_1_1784 rank: C; phosphatase NudJ [EC:3.6.1.-] (db=kegg)	AtRMS-02_contig_1_1784 rank: C; phosphatase NudJ [EC:3.6.1.-] (db=kegg)	NA	161	NA	NA	AtRMS-02_contig_1_1784 rank: C; phosphatase NudJ [EC:3.6.1.-] (db=kegg)	1	0.999	3	37	37	37	9	1	7	4	7	5	3	1	0	9	1	7	4	7	5	3	1	0	9	1	7	4	7	5	3	1	0	160935.55	96760	170273.06	94815.08	78128.66	123985.836	107311.99	84907.76	0	74160.4	0	89657.375	57635.69	82175.414	100896.17	27851.545	0	0	NA
AtRMS-02_contig_1_1785	AtRMS-02_contig_1_1785 rank: C; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13] (db=kegg)	AtRMS-02_contig_1_1785 rank: C; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13] (db=kegg)	NA	381	NA	NA	AtRMS-02_contig_1_1785 rank: C; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13] (db=kegg)	1	0.999	26	407	407	407	44	46	43	36	40	46	51	42	47	44	46	43	36	40	46	51	42	47	44	46	43	36	40	46	51	42	47	1118705.5	1223483	1346652.9	1290426.8	1370787.1	1359275.5	1344278.6	1412229	1357696.6	237356.17	233584.48	308088.7	190678.77	191306.36	184966.47	205001.2	210965.61	211981.42	NA
AtRMS-02_contig_1_1786	AtRMS-02_contig_1_1786 rank: C; high frequency lysogenization protein (db=kegg)	AtRMS-02_contig_1_1786 rank: C; high frequency lysogenization protein (db=kegg)	NA	243	NA	NA	AtRMS-02_contig_1_1786 rank: C; high frequency lysogenization protein (db=kegg)	1	0.999	14	174	174	174	13	11	13	19	20	15	17	15	12	13	11	13	19	20	15	17	15	12	13	11	13	19	20	15	17	15	12	219776.44	206355.6	283253.88	415051.72	368493.56	279200.28	279577.9	280647.5	209848.1	65051.836	68590.695	80610.14	75049.03	79921.09	71816.8	67221.33	65672.11	61037.086	NA
AtRMS-02_contig_1_1787	AtRMS-02_contig_1_1787 rank: C; adenylosuccinate lyase [EC:4.3.2.2] (db=kegg)	AtRMS-02_contig_1_1787 rank: C; adenylosuccinate lyase [EC:4.3.2.2] (db=kegg)	NA	462	NA	NA	AtRMS-02_contig_1_1787 rank: C; adenylosuccinate lyase [EC:4.3.2.2] (db=kegg)	1	0.999	25	1615	1615	1615	172	180	180	150	133	149	157	155	146	172	180	180	150	133	149	157	155	146	172	180	180	150	133	149	157	155	146	6404564	7152169.5	6178271	6372920.5	6018073	5315745	4934322	5113893	5067248	1444253	1571857.8	1313738	1274108.4	1153577.9	1006639.25	826093.06	909787.3	990281.7	NA
AtRMS-02_contig_1_1790	AtRMS-02_contig_1_1790 rank: C; serine protease SohB [EC:3.4.21.-] (db=kegg)	AtRMS-02_contig_1_1790 rank: C; serine protease SohB [EC:3.4.21.-] (db=kegg)	NA	320	NA	NA	AtRMS-02_contig_1_1790 rank: C; serine protease SohB [EC:3.4.21.-] (db=kegg)	1	0.999	21	576	576	576	39	42	38	57	71	70	60	63	52	39	42	38	57	71	70	60	63	52	39	42	38	57	71	70	60	63	52	797525.75	1032382.44	1529036	2392202.5	3062197.5	4971162.5	4648760	4918781.5	1367010.9	419901.5	455464.12	551743.6	977024.06	1056995.4	1324967.8	870938.6	808601.75	735018.25	NA
AtRMS-02_contig_1_1791	AtRMS-02_contig_1_1791 rank: E	AtRMS-02_contig_1_1791 rank: E	NA	214	NA	NA	AtRMS-02_contig_1_1791 rank: E	0.9666	0.9985	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_1792	AtRMS-02_contig_1_1792 rank: C; phosphate transport system ATP-binding protein [EC:7.3.2.1] (db=kegg)	AtRMS-02_contig_1_1792 rank: C; phosphate transport system ATP-binding protein [EC:7.3.2.1] (db=kegg)	NA	308	NA	NA	AtRMS-02_contig_1_1792 rank: C; phosphate transport system ATP-binding protein [EC:7.3.2.1] (db=kegg)	1	0.999	22	545	545	545	59	64	71	36	54	66	51	57	52	59	64	71	36	54	66	51	57	52	59	64	71	36	54	66	51	57	52	1280912.2	1348069.4	1445282.9	643221.94	1116873.9	1530158.6	1254191.5	1411398.2	1263916.5	159427.7	169769.47	179931.27	90105.38	131570.48	169471.94	160455.6	175450.52	167934.16	NA
AtRMS-02_contig_1_1793	AtRMS-02_contig_1_1793 rank: C; phosphate transport system permease protein (db=kegg)	AtRMS-02_contig_1_1793 rank: C; phosphate transport system permease protein (db=kegg)	NA	462	NA	NA	AtRMS-02_contig_1_1793 rank: C; phosphate transport system permease protein (db=kegg)	1	0.999	10	128	128	128	4	1	10	16	9	11	13	21	16	4	1	10	16	9	11	13	21	16	4	1	10	16	9	11	13	21	16	93753.234	31450.193	148668.06	280900.94	279757.4	203835.64	259151.23	326187	236426.17	57308.715	0	51212.203	79572.34	75843.65	77481.38	98062.18	91245.26	114652.91	NA
AtRMS-02_contig_1_1794	AtRMS-02_contig_1_1794 rank: C; phosphate transport system permease protein (db=kegg)	AtRMS-02_contig_1_1794 rank: C; phosphate transport system permease protein (db=kegg)	NA	459	NA	NA	AtRMS-02_contig_1_1794 rank: C; phosphate transport system permease protein (db=kegg)	0.9995	0.999	2	24	24	24	2	4	1	2	1	2	1	3	1	2	4	1	2	1	2	1	3	1	2	4	1	2	1	2	1	3	1	28498.021	25488.078	31703.229	32499.78	31528.246	38392.297	28770.053	32031.049	35588.52	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_1795	AtRMS-02_contig_1_1795 rank: C; phosphate transport system substrate-binding protein (db=kegg)	AtRMS-02_contig_1_1795 rank: C; phosphate transport system substrate-binding protein (db=kegg)	NA	340	NA	NA	AtRMS-02_contig_1_1795 rank: C; phosphate transport system substrate-binding protein (db=kegg)	1	0.999	25	1569	1569	1569	114	103	105	101	98	90	129	142	134	114	103	105	101	98	90	129	142	134	114	103	105	101	98	90	129	142	134	3455948.2	3206484	3160795.8	5279622	5287740	5459674.5	5799596.5	5529309	5366539.5	377614.94	346650.56	363698.9	513919.16	508819.53	582352.06	622401.2	561533.94	557551.5	NA
AtRMS-02_contig_1_1796	AtRMS-02_contig_1_1796 rank: C; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86] (db=kegg)	AtRMS-02_contig_1_1796 rank: C; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86] (db=kegg)	NA	510	NA	NA	AtRMS-02_contig_1_1796 rank: C; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86] (db=kegg)	1	0.999	27	1296	1296	1296	104	114	114	125	109	99	110	108	105	104	114	114	125	109	99	110	108	105	104	114	114	125	109	99	110	108	105	5004175.5	6107555	4458767	5648132.5	5264522	4633321.5	4698173.5	4591733	4152534.5	834328	927045.3	754658.5	817046.8	796491.7	687380.5	626504.4	726199.2	689466.56	NA
AtRMS-02_contig_1_1797	AtRMS-02_contig_1_1797 rank: C; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76] (db=kegg)	AtRMS-02_contig_1_1797 rank: C; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76] (db=kegg)	NA	457	NA	NA	AtRMS-02_contig_1_1797 rank: C; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76] (db=kegg)	1	0.999	34	2677	2677	2677	281	309	228	224	204	193	288	269	243	281	309	228	224	204	193	288	269	243	281	309	228	224	204	193	288	269	243	16311327	16136330	12681586	14085302	14623897	10755014	13195444	12701962	13287426	2859020.5	2738472.2	2167068.5	2319734	2197049.8	1939179.2	2406861.5	2156642.2	2117878.5	NA
AtRMS-02_contig_1_1799	AtRMS-02_contig_1_1799 rank: E	AtRMS-02_contig_1_1799 rank: E	NA	234	NA	NA	AtRMS-02_contig_1_1799 rank: E	1	0.999	13	1200	1200	1200	46	34	36	85	84	88	53	45	50	46	34	36	85	84	88	53	45	50	46	34	36	85	84	88	53	45	50	632913.3	530786	565626.25	3726608.5	3653834.5	3289085.5	778912.7	835930.3	878790.44	151678.19	140166.1	158017.23	582439.44	545741.9	592762.94	161243.78	173321.1	171850.88	NA
AtRMS-02_contig_1_18	AtRMS-02_contig_1_18 rank: D; ATP synthase A chain [PF00119.25] (db=pfam)	AtRMS-02_contig_1_18 rank: D; ATP synthase A chain [PF00119.25] (db=pfam)	NA	240	NA	NA	AtRMS-02_contig_1_18 rank: D; ATP synthase A chain [PF00119.25] (db=pfam)	1	0.999	5	277	277	277	23	27	23	21	18	23	25	30	32	23	27	23	21	18	23	25	30	32	23	27	23	21	18	23	25	30	32	1016013.2	957775.7	861992.9	983762.5	1349415.5	1982137.1	1405383.8	1438215.1	1469361.9	466767.7	405339.28	377556.5	401879.6	535016.06	680886.3	605397.25	649770.8	699277.06	NA
AtRMS-02_contig_1_180	AtRMS-02_contig_1_180 rank: D; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD [PF00160.26] (db=pfam)	AtRMS-02_contig_1_180 rank: D; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD [PF00160.26] (db=pfam)	NA	200	NA	NA	AtRMS-02_contig_1_180 rank: D; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD [PF00160.26] (db=pfam)	1	0.999	16	1373	1373	1373	60	49	44	36	32	41	31	34	30	60	49	44	36	32	41	31	34	30	60	49	44	36	32	41	31	34	30	1774295.5	1762308	1871886.2	2077637.5	2114655.5	1763074.8	1810905.1	1735735	1684277	550691.3	539289.6	504434.72	599828.44	597646.06	398728.8	416517.72	446861.25	391695.34	NA
AtRMS-02_contig_1_1800	AtRMS-02_contig_1_1800 rank: C; glutamate 5-kinase [EC:2.7.2.11] (db=kegg)	AtRMS-02_contig_1_1800 rank: C; glutamate 5-kinase [EC:2.7.2.11] (db=kegg)	NA	377	NA	NA	AtRMS-02_contig_1_1800 rank: C; glutamate 5-kinase [EC:2.7.2.11] (db=kegg)	1	0.999	16	352	352	352	45	41	36	37	32	25	45	46	38	45	41	36	37	32	25	45	46	38	45	41	36	37	32	25	45	46	38	1143519	1134839.4	1033471.94	947340.3	838229.6	884498.8	1112676.5	1222956.9	1146672.2	244286.44	253966.8	300820.2	233821.17	222407.66	254239.83	251152.6	251475	246083.1	NA
AtRMS-02_contig_1_1801	AtRMS-02_contig_1_1801 rank: C; GTPase [EC:3.6.5.-] (db=kegg)	AtRMS-02_contig_1_1801 rank: C; GTPase [EC:3.6.5.-] (db=kegg)	NA	404	NA	NA	AtRMS-02_contig_1_1801 rank: C; GTPase [EC:3.6.5.-] (db=kegg)	1	0.999	24	1003	1003	1003	125	135	133	74	79	53	137	116	128	125	135	133	74	79	53	137	116	128	125	135	133	74	79	53	137	116	128	3539632	3619490.8	3412863	3008696.8	3193714	2874611.8	3563379.5	3606803	3711725	395396.3	403790.75	421577.94	371324.8	376197.16	324943.8	368095.03	380132.7	409621.44	NA
AtRMS-02_contig_1_1803	AtRMS-02_contig_1_1803 rank: D; HxlR-like helix-turn-helix [PF01638.23] (db=pfam)	AtRMS-02_contig_1_1803 rank: D; HxlR-like helix-turn-helix [PF01638.23] (db=pfam)	NA	120	NA	NA	AtRMS-02_contig_1_1803 rank: D; HxlR-like helix-turn-helix [PF01638.23] (db=pfam)	1	0.999	7	49	49	49	6	4	3	3	4	8	5	7	6	6	4	3	3	4	8	5	7	6	6	4	3	3	4	8	5	7	6	72441.63	243892.67	113813.195	78010.47	81831.69	118097.76	52885.664	64876.08	48924.36	32652.58	53385.42	52460.004	50556.97	53809.68	53130.555	35000.145	37320.434	32895.062	NA
AtRMS-02_contig_1_1804	AtRMS-02_contig_1_1804 rank: D; Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.25]; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.30] (db=pfam)	AtRMS-02_contig_1_1804 rank: D; Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.25]; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.30] (db=pfam)	NA	485	NA	NA	AtRMS-02_contig_1_1804 rank: D; Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.25]; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.30] (db=pfam)	1	0.999	40	4295	4295	4295	332	387	269	363	378	356	398	414	338	332	387	269	363	378	356	398	414	338	332	387	269	363	378	356	398	414	338	28245948	28281018	26570188	33369380	31177474	28504276	29020796	30397350	30788114	2235291.5	2141662.8	2546325.5	2830886.5	2722874.8	2675382	2402731.8	2388037	2545069.8	NA
AtRMS-02_contig_1_1805	AtRMS-02_contig_1_1805 rank: C; chloramphenicol-sensitive protein RarD (db=kegg)	AtRMS-02_contig_1_1805 rank: C; chloramphenicol-sensitive protein RarD (db=kegg)	NA	316	NA	NA	AtRMS-02_contig_1_1805 rank: C; chloramphenicol-sensitive protein RarD (db=kegg)	0.9761	0.9989	2	3	3	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4159.921	0	0	276897.4	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_1806	AtRMS-02_contig_1_1806 rank: C; apolipoprotein D and lipocalin family protein (db=kegg)	AtRMS-02_contig_1_1806 rank: C; apolipoprotein D and lipocalin family protein (db=kegg)	NA	199	NA	NA	AtRMS-02_contig_1_1806 rank: C; apolipoprotein D and lipocalin family protein (db=kegg)	1	0.999	15	710	710	710	55	50	73	54	63	54	74	75	99	55	50	73	54	63	54	74	75	99	55	50	73	54	63	54	74	75	99	3132865.8	3374311	3368741.8	3270559.8	3300415.8	3898509.2	3817473.8	4366151.5	4270282.5	822941	812156.5	868692.44	861261.9	859068.3	1026494.25	1022605.25	1167702.1	1156060.6	NA
